ECID,Type,Name,Unit,Pointer,Max,Min,Default,Comment
35542,BOOLEAN_TYPE,[I35] Use Third Test Site (Engineer Access),,&IniConfig.bI35UseThirdSiteControlByEngineer,,,,
35543,BOOLEAN_TYPE,"[I36] Tester timer out, manual take out on arm device.",,&IniConfig.bI36TestTimeOut,,,,
35544,BOOLEAN_TYPE,[I37-1] Enable  FIFO mode.,,&IniConfig.bI37_EnableFIFOMode,,,,
35545,BOOLEAN_TYPE,[I37-2] Enable site order link.,,&IniConfig.bI37_EnableFIFOSiteOrder,,,,
35546,BOOLEAN_TYPE,[I37-3] Lock loader sort direction,,&IniConfig.bI37_LockLoaderDirection,,,,
35548,INT_4_TYPE,[I38] Format of SETTEMP?,,&IniConfig.iI38SETTEMPRespondSetTemp,,,,
35549,BOOLEAN_TYPE,[I39] Enabled Spirox Lot End and Full lot end command.,,&IniConfig.bI39SpiroxTesterLotEnd,,,,
35550,BOOLEAN_TYPE,[I40] Operator mode ->ON line,,&IniConfig.bI40_bStartProductOnLine,,,,
35551,BOOLEAN_TYPE,[I06] Turn on the [I01] function after home is complete,,&IniConfig.bI06TurnOnI01AfterHome,,,,
35600,INT_4_TYPE,[L04] Temperature range,,&IniConfig.iL04TemptureRange,10,2,,
35601,INT_4_TYPE,[L05] Chamber temperature range,,&IniConfig.iL05ChamberTemptureRange,30,2,,
35602,INT_4_TYPE,[L06] Ambient temperature range,,&IniConfig.iAmbTemperatureRange,10,1,,
35603,BOOLEAN_TYPE,[L07] Use single limit,,&IniConfig.bL07UseSingleTenmpertureLimit,1,0,0,TRUE:Enalbe; FALSE:Disable
35604,INT_4_TYPE,[L08] Socket temperature over range,,&IniConfig.iSocketTemptureRangeOver,30,2,,
35605,INT_4_TYPE,[L08] Socket temperature under range,,&IniConfig.iSocketTemptureRangeUnder,30,2,,
35606,INT_4_TYPE,[L09] Tempture Position Shift Shuttle 1 Left,,&LastSet.TempPosShift_Shuttle[0][0],,,,
35607,INT_4_TYPE,[L09] Tempture Position Shift Shuttle 1 Right,,&LastSet.TempPosShift_Shuttle[0][1],,,,
35608,INT_4_TYPE,[L09] Tempture Position Shift Shuttle 2 Left,,&LastSet.TempPosShift_Shuttle[1][0],,,,
35609,INT_4_TYPE,[L09] Tempture Position Shift Shuttle 2 Right,,&LastSet.TempPosShift_Shuttle[1][1],,,,
35610,INT_4_TYPE,[L10] Temperature record Interval,,&IniConfig.iL10TempRecordInterval,5,0,,0:5Sec; 1:15Sec; 2:30Sec; 3:1Min; 4:5Min; 5:10Min;
35611,BOOLEAN_TYPE,[L11-1] Use ATC temperature range,,&IniConfig.bL11_1ATCTemperatureOverAlarm,,,,
35612,INT_4_TYPE,[L11-1] ATC temperature range,,&IniConfig.iATCTemperatureRange,30,2,,
35613,FT_8_TYPE,[L11-1] ATC temperature range check interval,Second,&IniConfig.dATCTemperatureCheckTime,,,,
35614,BOOLEAN_TYPE,[L11-2] Enable Chiller Auto Close Protected.,,&IniConfig.bL11_2ATCChillerProtectedFunction,,,,
35615,INT_4_TYPE,[L11-2] Enable Chiller Auto Close Delay Time,Min,&IniConfig.iATCChillerCheckTime,,,,
35616,FT_8_TYPE,[L11-3] ATC Run Ambient Temperature,,&IniConfig.dATCAmbientTemperature,50,10,,
35617,BOOLEAN_TYPE,[L12]  Temp Error No Close Heater,,&IniConfig.bL12TempErrNoCloseHeater,,,,
35618,BOOLEAN_TYPE,[L13] Hot Plate and Shuttle Use One Temperature Offset,,&IniConfig.bL13HotPlateAndShuttleUseOneTempOffset,,,,
35620,BOOLEAN_TYPE,[L15] Chamber mode even blow need wait initial wait time(Temp Form),,&IniConfig.bL15EnableChamberModeEvenBlowNeedWaitTime,,,,
35621,BOOLEAN_TYPE,[L03] Enable Socket Air Cooling contact count trun on,,&IniConfig.bL03SocketAirCoolingCT,50,2,,
35622,INT_4_TYPE,[L03] Socket Air Cooling contact count trun on count,,&IniConfig.iL03SocketAirCoolingCT,,,,
35623,BOOLEAN_TYPE,[L10] Enable Index Test logTemperature,,&IniConfig.bL10IndexTestlogTemp,,,,
35624,INT_4_TYPE,[L11-4] ATC max temperature limit,,&IniConfig.iATCTemperatureOverLimit,130,2,130,
35625,BOOLEAN_TYPE,[L11-6] Enable ATC Temperature continuous outside Alarm,,&IniConfig.bL11_6ATCUseTemperatureOutsideAlarm,,,,
35626,INT_4_TYPE,[L11-6] ATC Temperature outside range,,&IniConfig.iATCTemperatureOutside,120,1,2,
35627,INT_4_TYPE,[L11-6] ATC Temperature outside continous second,,&IniConfig.iATCTemperatureContinuous,120,1,2,
35628,BOOLEAN_TYPE,[L11-7] Enable ATC max peak alarm,,&IniConfig.bL11_7ATCUseMaxSurgeAlarm,,,,
35629,INT_4_TYPE,[L11-7] ATC max peak value,,&IniConfig.iATCMaxSurgeAlarm,120,1,2,
35630,BOOLEAN_TYPE,[L11-8] Use temperature difference over setting alarm,,&IniConfig.bL11_8ATCUseTemperatureCompare,,,,
35631,BOOLEAN_TYPE,[L17] Turn on all head heater when close site.,,&IniConfig.bL17HeadHeaterOnWhenCloseSite,,,,
35632,BOOLEAN_TYPE,[L18] No full site add temperature offset,,&IniConfig.bL18NofullsiteaddTemperatureoffset,,,,
35633,BOOLEAN_TYPE,[L19] Keep heating when chamber door open without chamber heat,,&IniConfig.bL19OpenHeatDoorgiveupchamberhot,,,,
35634,BOOLEAN_TYPE,[L20] Abiemt guard band check,,&IniConfig.bL20AbientGuardBand,,,,
35635,BOOLEAN_TYPE,"[L21] Power OFF open chamber door, break all temperature power.",,&IniConfig.bL21PowerOffTemperature,,,,
35700,BOOLEAN_TYPE,[O01] [ RESET ] Clear and auto check Hot Plate matrix,,&IniConfig.bO01_ResetNeedClearAndCheckHP,,,,
35701,BOOLEAN_TYPE,[O02] [ RESET ] do not need clear hot plate,,&IniConfig.bO02ResetNotClearPlate,,,,
35702,BOOLEAN_TYPE,[O05] [ RESET ] Need remove all Tray on the Handler,,&IniConfig.bO05ResetNeedRemoveAllTray,,,,
35703,BOOLEAN_TYPE,[O06] Enable Save Event log,,&IniConfig.bO06_EventLogAutoSave,,,,
35704,ASCII_TYPE,[O06] Event log Path,,&IniConfig.asEventLogAutoSavePath,,,,
35705,BOOLEAN_TYPE,[O06] Enable Save Alarm Histroy,,&IniConfig.bEnableAlarmHistroyAutoSave,,,,
35706,ASCII_TYPE,[O06] Alarm Histroy Path,,&IniConfig.asAlarmHistroyAutoSavePath,,,,
35707,BOOLEAN_TYPE,[O06] Enable Save Alarm Statist,,&IniConfig.bEnableAlarmStatistAutoSave,,,,
35708,ASCII_TYPE,[O06] Alarm Statist Path,,&IniConfig.asAlarmStatistAutoSavePath,,,,
35709,ASCII_TYPE,[O06] Last Record Date Time,,&IniConfig.sEventLogLastRecordDate,,,,
35710,BOOLEAN_TYPE,[O06] Use Net Drive,,&IniConfig.bAlarmStatistAutoSaveNetDrive,,,,
35711,ASCII_TYPE,[O06] Remote Directory,,&IniConfig.asAlarmRemoteDirectory,,,,
35712,ASCII_TYPE,[O06] Local Directory,,&IniConfig.asAlarmLocalDirectory,,,,
35713,BOOLEAN_TYPE,[O06] Auto Save Log Sunday,,&IniConfig.bAutoSaveLogWeek[0],,,,
35714,BOOLEAN_TYPE,[O06] Auto Save Log Monday,,&IniConfig.bAutoSaveLogWeek[1],,,,
35715,BOOLEAN_TYPE,[O06] Auto Save Log Tuesday,,&IniConfig.bAutoSaveLogWeek[2],,,,
35716,BOOLEAN_TYPE,[O06] Auto Save Log Wednesday,,&IniConfig.bAutoSaveLogWeek[3],,,,
35717,BOOLEAN_TYPE,[O06] Auto Save Log Thursday,,&IniConfig.bAutoSaveLogWeek[4],,,,
35718,BOOLEAN_TYPE,[O06] Auto Save Log Friday,,&IniConfig.bAutoSaveLogWeek[5],,,,
35719,BOOLEAN_TYPE,[O06] Auto Save Log Saturday,,&IniConfig.bAutoSaveLogWeek[6],,,,
35720,BOOLEAN_TYPE,[O07] [FT ]Can't Off continue,,&IniConfig.bFTContinueON,,,,
35721,INT_4_TYPE,[O07] [FT ]Can't Off continue Max Count,,&IniConfig.iFTMAXValue,,,,
35723,BOOLEAN_TYPE,[O09] Initial start need ask,,&IniConfig.bInitialStartNeedAsk,,,,
35724,BOOLEAN_TYPE,[O11] Enable Record Jam Rate By Time,,&IniConfig.bRecordJamRateByTime,,,,
35725,INT_4_TYPE,[O11] Record Jam Rate By Time minutes,,&IniConfig.iRecordJamRateIntervalTime,999999,1,,
35726,BOOLEAN_TYPE,[O12] Use Head Condition1  Life Time Control,,&IniConfig.bLifeTimeCount[0],,,,
35727,ASCII_TYPE,[O12] Use Head Condition1  Life Time Control ContactConditionName,,&IniConfig.ContactConditionName[0],,,,
35728,BOOLEAN_TYPE,[O13] Use Head Condition1  Life Time Control,,&IniConfig.bLifeTimeCount[1],,,,
35729,ASCII_TYPE,[O13] Use Head Condition1  Life Time Control ContactConditionName,,&IniConfig.ContactConditionName[1],,,,
35730,BOOLEAN_TYPE,[O14] Use Head Condition1  Life Time Control,,&IniConfig.bLifeTimeCount[2],,,,
35731,ASCII_TYPE,[O14] Use Head Condition1  Life Time Control ContactConditionName,,&IniConfig.ContactConditionName[2],,,,
35732,INT_4_TYPE,[O15-1] Saving file period,,&IniConfig.iO15_SaveFilePeriod,6,0,3,
35733,BOOLEAN_TYPE,[O15-2] File name include machine ID,,&IniConfig.bO15_EventLogFileNameWithMachineID,,,,
35800,BOOLEAN_TYPE,[N05] Enable Automation connection ,,&IniConfig.bEnableRms,,,,
35801,ASCII_TYPE,[N05] Automation Upload Path,,&IniConfig.sRmsPath,,,,
35802,ASCII_TYPE,[N05] Automation Download Path,,&IniConfig.sRmsDownPath,,,,
35803,BOOLEAN_TYPE,[N05] Enable Automation Check File,,&IniConfig.bCheckFile,,,,
35804,FT_8_TYPE,[N05] Ambient Temperaure Define,,&IniConfig.fAmbientTemp,,,,
35805,BOOLEAN_TYPE,[N06] Enable FTP,,&IniConfig.bEnableFTP,,,,
35806,ASCII_TYPE,[N06] FTP User Name,,&IniConfig.FtpUserName,,,,
35807,ASCII_TYPE,[N06] FTP Password,,&IniConfig.FtpPassword,,,,
35808,ASCII_TYPE,[N06] FTP Host,,&IniConfig.FtpHost,,,,
35809,ASCII_TYPE,[N06] FTP Download Path,,&IniConfig.FtpDownloadPath,,,,
35810,ASCII_TYPE,[N06] FTP Upload Path,,&IniConfig.FtpUplaodPath,,,,
35811,ASCII_TYPE,[N06] FTP Tester Map,,&IniConfig.N06_TasterListMap,,,,
35812,ASCII_TYPE,[N06] FTP List,,&IniConfig.N06_TasterListFile,,,,
35813,INT_4_TYPE,[N06] FTP HD level setup,,&IniConfig.iHDEnable,3,0,,0:Operator; 1:Engineer; 2:Supervisor; 3:HonPrec;
35814,INT_4_TYPE,[N06] FTP Server level setup,,&IniConfig.iServerEnable,3,0,,0:Operator; 1:Engineer; 2:Supervisor; 3:HonPrec;
35815,BOOLEAN_TYPE,[N06] Use System Call to UnZip,,&IniConfig.FtpUseSystemCallToUnZip,,,,
35816,BOOLEAN_TYPE,[N07-2] Enable Host Control Start,,&IniConfig.bRCMDStart,,,,
35817,INT_4_TYPE,[N07-2] Start Run Check After Sec Alarm,,&IniConfig.iN07RunCheckAlarmTime,300,5,,
35818,BOOLEAN_TYPE,[N07-3] Enable Secs Gem Disable One Cycle,,&IniConfig.bSECS_GEM_OneCycle,,,,
35819,BOOLEAN_TYPE,[N10-1] Enable temperature and EP and ESD log upload to server.,,&IniConfig.bN10Enable_FTPUpLoadLog,,,,
35820,BOOLEAN_TYPE,[N10-2] Enable upload summary to server,,&IniConfig.bN10_UploadSummaryToFTP,,,,
35821,BOOLEAN_TYPE,[N10-3] Enable daily upload production status to server,,&IniConfig.bN10_DailyUploadProdData,,,,
35822,INT_4_TYPE,[N10-3-1] Upload Time Priod Method,,&IniConfig.iN10UploadProductMethod,2,0,0,
35823,INT_4_TYPE,[N10-4] Upload Method,,&IniConfig.iN10UploadMethod,1,0,,
35824,ASCII_TYPE,[N10-5] FTP Setting User Name,,&IniConfig.cN10FtpUserName,,,,
35825,ASCII_TYPE,[N10-5] FTP Setting Password,,&IniConfig.cN10FtpPassword,,,,
35826,ASCII_TYPE,[N10-5] FTP Setting Host,,&IniConfig.cN10FtpHost,,,,
35827,ASCII_TYPE,[N10-5] FTP Setting Upload Path,,&IniConfig.cN10FtpUplaodPath,,,,
35828,INT_4_TYPE,[N10-6] Interval time for upload to host second,,&IniConfig.iN10UploadToHostIntervalTime,3600,5,5,
35829,INT_4_TYPE,[N10-7] Upload date folder type,,&IniConfig.iN10DataType,2,0,0,
35830,ASCII_TYPE,[N10-8] Net derive path,,&IniConfig.sN10UploadDrivePath,,,,
35831,BOOLEAN_TYPE,[N16] Offset FTP Enable Offset FTP,,&IniConfig.bEnableOffsetFTP,,,,
35832,ASCII_TYPE,[N16] Offset FTP User Name,,&IniConfig.cN16FtpUserName,,,,
35833,ASCII_TYPE,[N16] Offset FTP Password,,&IniConfig.cN16FtpPassword,,,,
35834,ASCII_TYPE,[N16] Offset FTP Host,,&IniConfig.cN16FtpHost,,,,
35835,ASCII_TYPE,[N16] Offset FTP Download Path,,&IniConfig.cN16FtpDownloadPath,,,,
35836,ASCII_TYPE,[N16] Offset FTP Upload Path,,&IniConfig.cN16FtpUplaodPath,,,,
35900,BOOLEAN_TYPE,[P04] Color stage regard as empty tray unloader to use.,,&IniConfig.bP04ColorIsEmptyUnloader,,,,
35901,BOOLEAN_TYPE,[P10] Fixed Tary loads new Tary need propose the initial Question.,,&IniConfig.bP10FixedTrayProposeTheInitialQuestion,,,,
35902,BOOLEAN_TYPE,[P13] Enable Auto Tray Edge Push Cylinder Loop Function.,,&IniConfig.bP13EnableAutoTrayEdgePushCylinderLoop,,,,
35903,INT_4_TYPE,[P13-1] Loop Delay Time,0.1Sec,&IniConfig.iP13EdgePushCylinderLoopDelay,300,2,,
35904,BOOLEAN_TYPE,[P14] Enable Auto Tray  Receive Delay Function.,,&IniConfig.bP14EnableAutoTrayRecevieDelayCount,,,,
35905,INT_4_TYPE,[P14-1] Delay Edge Push Cylinder Count ,,&IniConfig.iP14AutoTrayRecevieDelayCount,10000,1,,
35906,INT_4_TYPE,[P14-2] Receive Loop Delay Time ,0.1Sec,&IniConfig.iP14AutoTrayRecevieLoopDelayTime,3000,2,,
35907,BOOLEAN_TYPE,[P15] Unload Tray Cylinder free when Open door,,&IniConfig.bUnloadTrayFree,,,,
35908,BOOLEAN_TYPE,[P16] Enable Hotplate Edge Push Cylinder Loop Function.,,&IniConfig.bP16EnableHotplateEdgePushCylinderLoop,,,,
35909,INT_4_TYPE,[P16-1] Loop Delay Time,,&IniConfig.iP16HotplateEdgePushCylinderLoopDelay,,,,
35910,BOOLEAN_TYPE,[P17] In arm picker must wait loader tray. (full pick up) ,,&IniConfig.bP17InArmFullPickFromLoader,,,,
35911,BOOLEAN_TYPE,[P18] Autotray is fail bin must manual put Tray  ,,&IniConfig.bP18FailAutoTrayManual,,,,
35912,BOOLEAN_TYPE,[P19] Catch Tray goes up then check if had catched tray,,&IniConfig.bP19CatchTrayUpThenCheck,,,,
35913,BOOLEAN_TYPE,[P20] Must Manual Clear Fix Tray After Initial Start,,&IniConfig.bP20ManualClearFixTrayDataAfterInitialStart,,,,
35914,BOOLEAN_TYPE,[P21] TrayFeed Take out Fix Tray,,&IniConfig.bP21CheckFixTray,,,,
35916,BOOLEAN_TYPE,Enable Bar Code Function,,&TestIF_File.bEnableBarCode,,,,
35917,BOOLEAN_TYPE,"[P25] Empty or Color tray no supple Auto 1 2 3,no load one tray",,&IniConfig.bP25EmptyColorNoSuppleAutoNoLoadEmpty,,,,
37007,INT_4_TYPE,LoaderTotalTray,,&LastSet.iLoaderTotalTray,1000,1,10,
37011,FT_8_TYPE,HISILICON ESD data reporting interval,Second,&IniConfig.dESDDataReportTime,,,,
37300,ASCII_TYPE,Site Aa Socket ID,,&LastSet.strSocketID[0][0],,,,Site Aa Socket ID
37301,ASCII_TYPE,Site Ab Socket ID,,&LastSet.strSocketID[0][1],,,,Site Ab Socket ID
37302,ASCII_TYPE,Site Ac Socket ID,,&LastSet.strSocketID[0][2],,,,Site Ac Socket ID
37303,ASCII_TYPE,Site Ad Socket ID,,&LastSet.strSocketID[0][3],,,,Site Ad Socket ID
37304,ASCII_TYPE,Site Ae Socket ID,,&LastSet.strSocketID[0][4],,,,Site Ae Socket ID
37305,ASCII_TYPE,Site Af Socket ID,,&LastSet.strSocketID[0][5],,,,Site Af Socket ID
37306,ASCII_TYPE,Site Ag Socket ID,,&LastSet.strSocketID[0][6],,,,Site Ag Socket ID
37307,ASCII_TYPE,Site Ah Socket ID,,&LastSet.strSocketID[0][7],,,,Site Ah Socket ID
37308,ASCII_TYPE,Site Ba Socket ID,,&LastSet.strSocketID[1][0],,,,Site Ba Socket ID
37309,ASCII_TYPE,Site Bb Socket ID,,&LastSet.strSocketID[1][1],,,,Site Bb Socket ID
37310,ASCII_TYPE,Site Bc Socket ID,,&LastSet.strSocketID[1][2],,,,Site Bc Socket ID
37311,ASCII_TYPE,Site Bd Socket ID,,&LastSet.strSocketID[1][3],,,,Site Bd Socket ID
37312,ASCII_TYPE,Site Be Socket ID,,&LastSet.strSocketID[1][4],,,,Site Be Socket ID
37313,ASCII_TYPE,Site Bf Socket ID,,&LastSet.strSocketID[1][5],,,,Site Bf Socket ID
37314,ASCII_TYPE,Site Bg Socket ID,,&LastSet.strSocketID[1][6],,,,Site Bg Socket ID
37315,ASCII_TYPE,Site Bh Socket ID,,&LastSet.strSocketID[1][7],,,,Site Bh Socket ID
37316,ASCII_TYPE,Site Ca Socket ID,,&LastSet.strSocketID[2][0],,,,Site Ca Socket ID
37317,ASCII_TYPE,Site Cb Socket ID,,&LastSet.strSocketID[2][1],,,,Site Cb Socket ID
37318,ASCII_TYPE,Site Cc Socket ID,,&LastSet.strSocketID[2][2],,,,Site Cc Socket ID
37319,ASCII_TYPE,Site Cd Socket ID,,&LastSet.strSocketID[2][3],,,,Site Cd Socket ID
37320,ASCII_TYPE,Site Ce Socket ID,,&LastSet.strSocketID[2][4],,,,Site Ce Socket ID
37321,ASCII_TYPE,Site Cf Socket ID,,&LastSet.strSocketID[2][5],,,,Site Cf Socket ID
37322,ASCII_TYPE,Site Cg Socket ID,,&LastSet.strSocketID[2][6],,,,Site Cg Socket ID
37323,ASCII_TYPE,Site Ch Socket ID,,&LastSet.strSocketID[2][7],,,,Site Ch Socket ID
37324,ASCII_TYPE,Site Da Socket ID,,&LastSet.strSocketID[3][0],,,,Site Da Socket ID
37325,ASCII_TYPE,Site Db Socket ID,,&LastSet.strSocketID[3][1],,,,Site Db Socket ID
37326,ASCII_TYPE,Site Dc Socket ID,,&LastSet.strSocketID[3][2],,,,Site Dc Socket ID
37327,ASCII_TYPE,Site Dd Socket ID,,&LastSet.strSocketID[3][3],,,,Site Dd Socket ID
37328,ASCII_TYPE,Site De Socket ID,,&LastSet.strSocketID[3][4],,,,Site De Socket ID
37329,ASCII_TYPE,Site Df Socket ID,,&LastSet.strSocketID[3][5],,,,Site Df Socket ID
37330,ASCII_TYPE,Site Dg Socket ID,,&LastSet.strSocketID[3][6],,,,Site Dg Socket ID
37331,ASCII_TYPE,Site Dh Socket ID,,&LastSet.strSocketID[3][7],,,,Site Dh Socket ID
37400,INT_4_TYPE,Site Aa Socket Contact Count,,&LastSet.iSocketContactCount[0][0],,1000000000,0,Site Aa Socket Contact Count
37401,INT_4_TYPE,Site Ab Socket Contact Count,,&LastSet.iSocketContactCount[0][1],,1000000000,0,Site Ab Socket Contact Count
37402,INT_4_TYPE,Site Ac Socket Contact Count,,&LastSet.iSocketContactCount[0][2],,1000000000,0,Site Ac Socket Contact Count
37403,INT_4_TYPE,Site Ad Socket Contact Count,,&LastSet.iSocketContactCount[0][3],,1000000000,0,Site Ad Socket Contact Count
37404,INT_4_TYPE,Site Ae Socket Contact Count,,&LastSet.iSocketContactCount[0][4],,1000000000,0,Site Ae Socket Contact Count
37405,INT_4_TYPE,Site Af Socket Contact Count,,&LastSet.iSocketContactCount[0][5],,1000000000,0,Site Af Socket Contact Count
37406,INT_4_TYPE,Site Ag Socket Contact Count,,&LastSet.iSocketContactCount[0][6],,1000000000,0,Site Ag Socket Contact Count
37407,INT_4_TYPE,Site Ah Socket Contact Count,,&LastSet.iSocketContactCount[0][7],,1000000000,0,Site Ah Socket Contact Count
37408,INT_4_TYPE,Site Ba Socket Contact Count,,&LastSet.iSocketContactCount[1][0],,1000000000,0,Site Ba Socket Contact Count
37409,INT_4_TYPE,Site Bb Socket Contact Count,,&LastSet.iSocketContactCount[1][1],,1000000000,0,Site Bb Socket Contact Count
37410,INT_4_TYPE,Site Bc Socket Contact Count,,&LastSet.iSocketContactCount[1][2],,1000000000,0,Site Bc Socket Contact Count
37411,INT_4_TYPE,Site Bd Socket Contact Count,,&LastSet.iSocketContactCount[1][3],,1000000000,0,Site Bd Socket Contact Count
37412,INT_4_TYPE,Site Be Socket Contact Count,,&LastSet.iSocketContactCount[1][4],,1000000000,0,Site Be Socket Contact Count
37413,INT_4_TYPE,Site Bf Socket Contact Count,,&LastSet.iSocketContactCount[1][5],,1000000000,0,Site Bf Socket Contact Count
37414,INT_4_TYPE,Site Bg Socket Contact Count,,&LastSet.iSocketContactCount[1][6],,1000000000,0,Site Bg Socket Contact Count
37415,INT_4_TYPE,Site Bh Socket Contact Count,,&LastSet.iSocketContactCount[1][7],,1000000000,0,Site Bh Socket Contact Count
37416,INT_4_TYPE,Site Ca Socket Contact Count,,&LastSet.iSocketContactCount[2][0],,1000000000,0,Site Ca Socket Contact Count
37417,INT_4_TYPE,Site Cb Socket Contact Count,,&LastSet.iSocketContactCount[2][1],,1000000000,0,Site Cb Socket Contact Count
37418,INT_4_TYPE,Site Cc Socket Contact Count,,&LastSet.iSocketContactCount[2][2],,1000000000,0,Site Cc Socket Contact Count
37419,INT_4_TYPE,Site Cd Socket Contact Count,,&LastSet.iSocketContactCount[2][3],,1000000000,0,Site Cd Socket Contact Count
37420,INT_4_TYPE,Site Ce Socket Contact Count,,&LastSet.iSocketContactCount[2][4],,1000000000,0,Site Ce Socket Contact Count
37421,INT_4_TYPE,Site Cf Socket Contact Count,,&LastSet.iSocketContactCount[2][5],,1000000000,0,Site Cf Socket Contact Count
37422,INT_4_TYPE,Site Cg Socket Contact Count,,&LastSet.iSocketContactCount[2][6],,1000000000,0,Site Cg Socket Contact Count
37423,INT_4_TYPE,Site Ch Socket Contact Count,,&LastSet.iSocketContactCount[2][7],,1000000000,0,Site Ch Socket Contact Count
37424,INT_4_TYPE,Site Da Socket Contact Count,,&LastSet.iSocketContactCount[3][0],,1000000000,0,Site Da Socket Contact Count
37425,INT_4_TYPE,Site Db Socket Contact Count,,&LastSet.iSocketContactCount[3][1],,1000000000,0,Site Db Socket Contact Count
37426,INT_4_TYPE,Site Dc Socket Contact Count,,&LastSet.iSocketContactCount[3][2],,1000000000,0,Site Dc Socket Contact Count
37427,INT_4_TYPE,Site Dd Socket Contact Count,,&LastSet.iSocketContactCount[3][3],,1000000000,0,Site Dd Socket Contact Count
37428,INT_4_TYPE,Site De Socket Contact Count,,&LastSet.iSocketContactCount[3][4],,1000000000,0,Site De Socket Contact Count
37429,INT_4_TYPE,Site Df Socket Contact Count,,&LastSet.iSocketContactCount[3][5],,1000000000,0,Site Df Socket Contact Count
37430,INT_4_TYPE,Site Dg Socket Contact Count,,&LastSet.iSocketContactCount[3][6],,1000000000,0,Site Dg Socket Contact Count
37431,INT_4_TYPE,Site Dh Socket Contact Count,,&LastSet.iSocketContactCount[3][7],,1000000000,0,Site Dh Socket Contact Count
37490,ASCII_TYPE,Kit No 1,,fStartCondition->edtKitNo1,,,,Kit No 1
37491,ASCII_TYPE,Kit No 2,,fStartCondition->edtKitNo2,,,,Kit No 2
37492,ASCII_TYPE,Kit No 3,,fStartCondition->edtKitNo3,,,,Kit No 3
37800,INT_4_TYPE,ScanInterval,,&ESD_GENERAL.ScanInterval,2000,100,1000,
37801,INT_4_TYPE,Alarm_Continuous_Time,,&ESD_GENERAL.Alarm_Continuous_Time,20,0,0,ESD.Alarm_Continuous_Time
37802,BOOLEAN_TYPE,Alarm_Enable,,&ESD_GENERAL.Alarm_Enable,1,0,1,ESD.ScanInterval
37803,ASCII_TYPE,PassWord,,&ESD_GENERAL.PassWord,20,0,0,ESD.PassWord
37804,INT_4_TYPE,iESDReporTimer,,&ESD_GENERAL.ScanInterval,5000,0,100,ESD.iESDReporTimer
37805,BOOLEAN_TYPE,Active[0],,&ESD_GENERAL.bStationActive[0],1,0,0,
37806,INT_4_TYPE,Alarm[0][0],,&ESD_GENERAL.Alarm[0][0],100,0,30,ESD.Alarm[0][0]
37807,INT_4_TYPE,ProxOnOff[0][0],,&ESD_GENERAL.ProxOnOff[0][0],100,0,0,ESD.ProxOnOff[0][0]
37816,INT_4_TYPE,Alarm[0][1],,&ESD_GENERAL.Alarm[0][1],100,0,30,ESD.Alarm[0][1]
37817,INT_4_TYPE,ProxOnOff[0][1],,&ESD_GENERAL.ProxOnOff[0][1],100,0,0,ESD.ProxOnOff[0][1]
37826,INT_4_TYPE,Alarm[0][2],,&ESD_GENERAL.Alarm[0][2],100,0,30,ESD.Alarm[0][2]
37827,INT_4_TYPE,ProxOnOff[0][2],,&ESD_GENERAL.ProxOnOff[0][2],100,0,0,ESD.ProxOnOff[0][2]
37835,BOOLEAN_TYPE,Active[1],,&ESD_GENERAL.bStationActive[1],1,0,0,
37836,INT_4_TYPE,Alarm[1][0],,&ESD_GENERAL.Alarm[1][0],100,0,30,ESD.Alarm[1][0]
37837,INT_4_TYPE,ProxOnOff[1][0],,&ESD_GENERAL.ProxOnOff[1][0],100,0,0,ESD.ProxOnOff[1][0]
37846,INT_4_TYPE,Alarm[1[1],,&ESD_GENERAL.Alarm[1][1],100,0,30,ESD.Alarm[1][1]
37847,INT_4_TYPE,ProxOnOff[1][1],,&ESD_GENERAL.ProxOnOff[1][1],100,0,0,ESD.ProxOnOff[1][1]
37856,INT_4_TYPE,Alarm[1][2],,&ESD_GENERAL.Alarm[1][2],100,0,30,ESD.Alarm[1][2]
37857,INT_4_TYPE,ProxOnOff[1][2],,&ESD_GENERAL.ProxOnOff[1][2],100,0,0,ESD.ProxOnOff[1][2]
37865,BOOLEAN_TYPE,Active[2],,&ESD_GENERAL.bStationActive[2],1,0,0,
37866,INT_4_TYPE,Alarm[2][0],,&ESD_GENERAL.Alarm[2][0],100,0,30,ESD.Alarm[2][0]
37867,INT_4_TYPE,ProxOnOff[2][0],,&ESD_GENERAL.ProxOnOff[2][0],100,0,0,ESD.ProxOnOff[2][0]
37876,INT_4_TYPE,Alarm[2[1],,&ESD_GENERAL.Alarm[2][1],100,0,30,ESD.Alarm[2][1]
37877,INT_4_TYPE,ProxOnOff[2][1],,&ESD_GENERAL.ProxOnOff[2][1],100,0,0,ESD.ProxOnOff[2][1]
37886,INT_4_TYPE,Alarm[2][2],,&ESD_GENERAL.Alarm[2][2],100,0,30,ESD.Alarm[2][2]
37887,INT_4_TYPE,ProxOnOff[2][2],,&ESD_GENERAL.ProxOnOff[2][2],100,0,0,ESD.ProxOnOff[2][2]
38002,ASCII_TYPE,Tray RFID,,fLotInfo->pnlLoader,,,,Tray RFID
38199,ASCII_TYPE,Output 4 Tray ID,,&asBundleTrayID[ePortAuto4],,,,Output 4 Tray ID
38200,ASCII_TYPE,Output 5 Tray ID,,&asBundleTrayID[ePortAuto5],,,,Output 5 Tray ID
38201,ASCII_TYPE,Output 6 Tray ID,,&asBundleTrayID[ePortAuto6],,,,Output 6 Tray ID
