SVID,Type,Name,Unit,Pointer,Comment
37725,INT_4_TYPE,Index Arm 2 Picker Ba Count,,&TestIF_File.Arm2PickerLifeCnt[1][0],Index Arm 2 Picker Ba Count
37726,INT_4_TYPE,Index Arm 2 Picker Bb Count,,&TestIF_File.Arm2PickerLifeCnt[1][1],Index Arm 2 Picker Bb Count
37727,INT_4_TYPE,Index Arm 2 Picker Bc Count,,&TestIF_File.Arm2PickerLifeCnt[1][2],Index Arm 2 Picker Bc Count
37728,INT_4_TYPE,Index Arm 2 Picker Bd Count,,&TestIF_File.Arm2PickerLifeCnt[1][3],Index Arm 2 Picker Bd Count
37729,INT_4_TYPE,Index Arm 2 Picker Be Count,,&TestIF_File.Arm2PickerLifeCnt[1][4],Index Arm 2 Picker Be Count
37730,INT_4_TYPE,Index Arm 2 Picker Bf Count,,&TestIF_File.Arm2PickerLifeCnt[1][5],Index Arm 2 Picker Bf Count
37731,INT_4_TYPE,Index Arm 2 Picker Bg Count,,&TestIF_File.Arm2PickerLifeCnt[1][6],Index Arm 2 Picker Bg Count
37732,INT_4_TYPE,Index Arm 2 Picker Bh Count,,&TestIF_File.Arm2PickerLifeCnt[1][7],Index Arm 2 Picker Bh Count
38120,INT_4_TYPE,Load Port Transfer State - LOADER,,&iPortStatus[ePortLoader],Load Port Transfer State - LOADER
38121,INT_4_TYPE,Load Port Transfer State - EMPTY,,&iPortStatus[ePortEmpty],Load Port Transfer State - EMPTY
38122,INT_4_TYPE,Load Port Transfer State - COLOR,,&iPortStatus[ePortColor],Load Port Transfer State - COLOR
38123,INT_4_TYPE,Load Port Transfer State - AUTO1,,&iPortStatus[ePortAuto1],Load Port Transfer State - AUTO1
38124,INT_4_TYPE,Load Port Transfer State - AUTO2,,&iPortStatus[ePortAuto2],Load Port Transfer State - AUTO2
38125,INT_4_TYPE,Load Port Transfer State - AUTO3,,&iPortStatus[ePortAuto3],Load Port Transfer State - AUTO3
38126,INT_4_TYPE,Load Port Transfer State - FIX1,,&iPortStatus[ePortFix1],Load Port Transfer State - FIX1
38127,INT_4_TYPE,Load Port Transfer State - FIX2,,&iPortStatus[ePortFix2],Load Port Transfer State - FIX2
38128,INT_4_TYPE,Load Port Transfer State - FIX3,,&iPortStatus[ePortFix3],Load Port Transfer State - FIX3
38129,INT_4_TYPE,Load Port Transfer State - AUTO4,,&iPortStatus[ePortAuto4],Load Port Transfer State - AUTO4
38130,INT_4_TYPE,Load Port Transfer State - AUTO5,,&iPortStatus[ePortAuto5],Load Port Transfer State - AUTO5
38131,INT_4_TYPE,Load Port Transfer State - AUTO6,,&iPortStatus[ePortAuto6],Load Port Transfer State - AUTO6
38132,INT_4_TYPE,Load Port Transfer State - FIX4,,&iPortStatus[ePortFix4],Load Port Transfer State - FIX4
38133,INT_4_TYPE,Load Port Transfer State - FIX5,,&iPortStatus[ePortFix5],Load Port Transfer State - FIX5
38134,INT_4_TYPE,Load Port Transfer State - FIX6,,&iPortStatus[ePortFix6],Load Port Transfer State - FIX6
38303,BOOLEAN_TYPE,Empty Tray Count,,&LastSet.iEmptyTrayCount_ART,Empty Tray Count
38304,BOOLEAN_TYPE,Output BIN Code,,&sOutputBinCode,Output BIN Code
38305,INT_4_TYPE,Input Port State,,&iLoadStateATK[etLoader],Input Port State
38306,INT_4_TYPE,Empty Port State,,&iLoadStateATK[etEmpty],Empty Port State
38307,INT_4_TYPE,Output 1 Port State,,&iLoadStateATK[etAuto1],Output 1 Port State
38308,INT_4_TYPE,Output 2 Port State,,&iLoadStateATK[etAuto2],Output 2 Port State
38309,INT_4_TYPE,Output 3 Port State,,&iLoadStateATK[etAuto3],Output 3 Port State
38310,INT_4_TYPE,Output 4 Port State,,&iLoadStateATK[etAuto4],Output 4 Port State
38311,INT_4_TYPE,Output 5 Port State,,&iLoadStateATK[etAuto5],Output 5 Port State
38312,INT_4_TYPE,Output 6 Port State,,&iLoadStateATK[etAuto6],Output 6 Port State
38313,INT_4_TYPE,CoverTray Port State,,&iLoadStateATK[etColor],CoverTray Port State
38314,ASCII_TYPE,PC_NAME,,&PC_NAME,PC_NAME
21023,BOOLEAN_TYPE,Enable Tester Dry Air Control,,&TestIF_File.bUseTesterDry,Enable Tester Dry Air Control
62105,BOOLEAN_TYPE,SafeDoorStatus,,&RunInfo.bSafeDoorIsOpen,Safe Door Status
62106,BOOLEAN_TYPE,SenSafeDoor_1,,&RunInfo.bSafeDoor[0],SenSafeDoor_1
62107,BOOLEAN_TYPE,SenSafeDoor_2,,&RunInfo.bSafeDoor[1],SenSafeDoor_2
62108,BOOLEAN_TYPE,SenSafeDoor_3,,&RunInfo.bSafeDoor[2],SenSafeDoor_3
62109,BOOLEAN_TYPE,SenSafeDoor_4,,&RunInfo.bSafeDoor[3],SenSafeDoor_4
62110,BOOLEAN_TYPE,SenSafeDoor_5,,&RunInfo.bSafeDoor[4],SenSafeDoor_5
62111,BOOLEAN_TYPE,SenSafeDoor_6,,&RunInfo.bSafeDoor[5],SenSafeDoor_6
62112,BOOLEAN_TYPE,SenSafeDoor_7,,&RunInfo.bSafeDoor[6],SenSafeDoor_7
62113,BOOLEAN_TYPE,SenSafeDoor_8,,&RunInfo.bSafeDoor[7],SenSafeDoor_8
62114,BOOLEAN_TYPE,SenSafeDoor_9,,&RunInfo.bSafeDoor[8],SenSafeDoor_9
62115,BOOLEAN_TYPE,SenSafeDoor_10,,&RunInfo.bSafeDoor[9],SenSafeDoor_10
65000,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Aa,,&IniConfig.HeadContactCount[0][0][0],HeadCondition1 Head 1 Contact Count Aa
65001,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Ab,,&IniConfig.HeadContactCount[0][0][2],HeadCondition1 Head 1 Contact Count Ab
65002,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Ac,,&IniConfig.HeadContactCount[0][0][4],HeadCondition1 Head 1 Contact Count Ac
65003,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Ad,,&IniConfig.HeadContactCount[0][0][6],HeadCondition1 Head 1 Contact Count Ad
65004,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Ae,,&IniConfig.HeadContactCount[0][0][8],HeadCondition1 Head 1 Contact Count Ae
65005,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Af,,&IniConfig.HeadContactCount[0][0][10],HeadCondition1 Head 1 Contact Count Af
65006,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Ag,,&IniConfig.HeadContactCount[0][0][12],HeadCondition1 Head 1 Contact Count Ag
65007,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Ah,,&IniConfig.HeadContactCount[0][0][14],HeadCondition1 Head 1 Contact Count Ah
65008,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Ba,,&IniConfig.HeadContactCount[0][0][1],HeadCondition1 Head 1 Contact Count Ba
65009,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Bb,,&IniConfig.HeadContactCount[0][0][3],HeadCondition1 Head 1 Contact Count Bb
65010,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Bc,,&IniConfig.HeadContactCount[0][0][5],HeadCondition1 Head 1 Contact Count Bc
65011,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Bd,,&IniConfig.HeadContactCount[0][0][7],HeadCondition1 Head 1 Contact Count Bd
65012,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Be,,&IniConfig.HeadContactCount[0][0][9],HeadCondition1 Head 1 Contact Count Be
65013,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Bf,,&IniConfig.HeadContactCount[0][0][11],HeadCondition1 Head 1 Contact Count Bf
65014,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Bg,,&IniConfig.HeadContactCount[0][0][13],HeadCondition1 Head 1 Contact Count Bg
65015,INT_4_TYPE,HeadCondition1 Head 1 Contact Count Bh,,&IniConfig.HeadContactCount[0][0][15],HeadCondition1 Head 1 Contact Count Bh
65016,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Aa,,&IniConfig.HeadContactCount[0][1][0],HeadCondition1 Head 2 Contact Count Aa
65017,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Ab,,&IniConfig.HeadContactCount[0][1][2],HeadCondition1 Head 2 Contact Count Ab
65018,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Ac,,&IniConfig.HeadContactCount[0][1][4],HeadCondition1 Head 2 Contact Count Ac
65019,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Ad,,&IniConfig.HeadContactCount[0][1][6],HeadCondition1 Head 2 Contact Count Ad
65020,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Ae,,&IniConfig.HeadContactCount[0][1][8],HeadCondition1 Head 2 Contact Count Ae
65021,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Af,,&IniConfig.HeadContactCount[0][1][10],HeadCondition1 Head 2 Contact Count Af
65022,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Ag,,&IniConfig.HeadContactCount[0][1][12],HeadCondition1 Head 2 Contact Count Ag
65023,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Ah,,&IniConfig.HeadContactCount[0][1][14],HeadCondition1 Head 2 Contact Count Ah
65024,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Ba,,&IniConfig.HeadContactCount[0][1][1],HeadCondition1 Head 2 Contact Count Ba
65025,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Bb,,&IniConfig.HeadContactCount[0][1][3],HeadCondition1 Head 2 Contact Count Bb
65026,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Bc,,&IniConfig.HeadContactCount[0][1][5],HeadCondition1 Head 2 Contact Count Bc
65027,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Bd,,&IniConfig.HeadContactCount[0][1][7],HeadCondition1 Head 2 Contact Count Bd
65028,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Be,,&IniConfig.HeadContactCount[0][1][9],HeadCondition1 Head 2 Contact Count Be
65029,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Bf,,&IniConfig.HeadContactCount[0][1][11],HeadCondition1 Head 2 Contact Count Bf
65030,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Bg,,&IniConfig.HeadContactCount[0][1][13],HeadCondition1 Head 2 Contact Count Bg
65031,INT_4_TYPE,HeadCondition1 Head 2 Contact Count Bh,,&IniConfig.HeadContactCount[0][1][15],HeadCondition1 Head 2 Contact Count Bh
65032,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Aa,,&IniConfig.HeadContactCount[1][0][0],HeadCondition2 Head 1 Contact Count Aa
65033,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Ab,,&IniConfig.HeadContactCount[1][0][2],HeadCondition2 Head 1 Contact Count Ab
65034,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Ac,,&IniConfig.HeadContactCount[1][0][4],HeadCondition2 Head 1 Contact Count Ac
65035,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Ad,,&IniConfig.HeadContactCount[1][0][6],HeadCondition2 Head 1 Contact Count Ad
65036,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Ae,,&IniConfig.HeadContactCount[1][0][8],HeadCondition2 Head 1 Contact Count Ae
65037,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Af,,&IniConfig.HeadContactCount[1][0][10],HeadCondition2 Head 1 Contact Count Af
65038,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Ag,,&IniConfig.HeadContactCount[1][0][12],HeadCondition2 Head 1 Contact Count Ag
65039,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Ah,,&IniConfig.HeadContactCount[1][0][14],HeadCondition2 Head 1 Contact Count Ah
65040,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Ba,,&IniConfig.HeadContactCount[1][0][1],HeadCondition2 Head 1 Contact Count Ba
65041,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Bb,,&IniConfig.HeadContactCount[1][0][3],HeadCondition2 Head 1 Contact Count Bb
65042,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Bc,,&IniConfig.HeadContactCount[1][0][5],HeadCondition2 Head 1 Contact Count Bc
65043,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Bd,,&IniConfig.HeadContactCount[1][0][7],HeadCondition2 Head 1 Contact Count Bd
65044,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Be,,&IniConfig.HeadContactCount[1][0][9],HeadCondition2 Head 1 Contact Count Be
65045,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Bf,,&IniConfig.HeadContactCount[1][0][11],HeadCondition2 Head 1 Contact Count Bf
65046,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Bg,,&IniConfig.HeadContactCount[1][0][13],HeadCondition2 Head 1 Contact Count Bg
65047,INT_4_TYPE,HeadCondition2 Head 1 Contact Count Bh,,&IniConfig.HeadContactCount[1][0][15],HeadCondition2 Head 1 Contact Count Bh
65048,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Aa,,&IniConfig.HeadContactCount[1][1][0],HeadCondition2 Head 2 Contact Count Aa
65049,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Ab,,&IniConfig.HeadContactCount[1][1][2],HeadCondition2 Head 2 Contact Count Ab
65050,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Ac,,&IniConfig.HeadContactCount[1][1][4],HeadCondition2 Head 2 Contact Count Ac
65051,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Ad,,&IniConfig.HeadContactCount[1][1][6],HeadCondition2 Head 2 Contact Count Ad
65052,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Ae,,&IniConfig.HeadContactCount[1][1][8],HeadCondition2 Head 2 Contact Count Ae
65053,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Af,,&IniConfig.HeadContactCount[1][1][10],HeadCondition2 Head 2 Contact Count Af
65054,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Ag,,&IniConfig.HeadContactCount[1][1][12],HeadCondition2 Head 2 Contact Count Ag
65055,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Ah,,&IniConfig.HeadContactCount[1][1][14],HeadCondition2 Head 2 Contact Count Ah
65056,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Ba,,&IniConfig.HeadContactCount[1][1][1],HeadCondition2 Head 2 Contact Count Ba
65057,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Bb,,&IniConfig.HeadContactCount[1][1][3],HeadCondition2 Head 2 Contact Count Bb
65058,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Bc,,&IniConfig.HeadContactCount[1][1][5],HeadCondition2 Head 2 Contact Count Bc
65059,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Bd,,&IniConfig.HeadContactCount[1][1][7],HeadCondition2 Head 2 Contact Count Bd
65060,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Be,,&IniConfig.HeadContactCount[1][1][9],HeadCondition2 Head 2 Contact Count Be
65061,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Bf,,&IniConfig.HeadContactCount[1][1][11],HeadCondition2 Head 2 Contact Count Bf
65062,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Bg,,&IniConfig.HeadContactCount[1][1][13],HeadCondition2 Head 2 Contact Count Bg
65063,INT_4_TYPE,HeadCondition2 Head 2 Contact Count Bh,,&IniConfig.HeadContactCount[1][1][15],HeadCondition2 Head 2 Contact Count Bh
65064,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Aa,,&IniConfig.HeadContactCount[2][0][0],HeadCondition3 Head 1 Contact Count Aa
65065,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Ab,,&IniConfig.HeadContactCount[2][0][2],HeadCondition3 Head 1 Contact Count Ab
65066,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Ac,,&IniConfig.HeadContactCount[2][0][4],HeadCondition3 Head 1 Contact Count Ac
65067,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Ad,,&IniConfig.HeadContactCount[2][0][6],HeadCondition3 Head 1 Contact Count Ad
65068,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Ae,,&IniConfig.HeadContactCount[2][0][8],HeadCondition3 Head 1 Contact Count Ae
65069,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Af,,&IniConfig.HeadContactCount[2][0][10],HeadCondition3 Head 1 Contact Count Af
65070,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Ag,,&IniConfig.HeadContactCount[2][0][12],HeadCondition3 Head 1 Contact Count Ag
65071,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Ah,,&IniConfig.HeadContactCount[2][0][14],HeadCondition3 Head 1 Contact Count Ah
65072,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Ba,,&IniConfig.HeadContactCount[2][0][1],HeadCondition3 Head 1 Contact Count Ba
65073,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Bb,,&IniConfig.HeadContactCount[2][0][3],HeadCondition3 Head 1 Contact Count Bb
65074,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Bc,,&IniConfig.HeadContactCount[2][0][5],HeadCondition3 Head 1 Contact Count Bc
65075,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Bd,,&IniConfig.HeadContactCount[2][0][7],HeadCondition3 Head 1 Contact Count Bd
65076,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Be,,&IniConfig.HeadContactCount[2][0][9],HeadCondition3 Head 1 Contact Count Be
65077,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Bf,,&IniConfig.HeadContactCount[2][0][11],HeadCondition3 Head 1 Contact Count Bf
65078,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Bg,,&IniConfig.HeadContactCount[2][0][13],HeadCondition3 Head 1 Contact Count Bg
65079,INT_4_TYPE,HeadCondition3 Head 1 Contact Count Bh,,&IniConfig.HeadContactCount[2][0][15],HeadCondition3 Head 1 Contact Count Bh
65080,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Aa,,&IniConfig.HeadContactCount[2][1][0],HeadCondition3 Head 2 Contact Count Aa
65081,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Ab,,&IniConfig.HeadContactCount[2][1][2],HeadCondition3 Head 2 Contact Count Ab
65082,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Ac,,&IniConfig.HeadContactCount[2][1][4],HeadCondition3 Head 2 Contact Count Ac
65083,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Ad,,&IniConfig.HeadContactCount[2][1][6],HeadCondition3 Head 2 Contact Count Ad
65084,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Ae,,&IniConfig.HeadContactCount[2][1][8],HeadCondition3 Head 2 Contact Count Ae
65085,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Af,,&IniConfig.HeadContactCount[2][1][10],HeadCondition3 Head 2 Contact Count Af
65086,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Ag,,&IniConfig.HeadContactCount[2][1][12],HeadCondition3 Head 2 Contact Count Ag
65087,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Ah,,&IniConfig.HeadContactCount[2][1][14],HeadCondition3 Head 2 Contact Count Ah
65088,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Ba,,&IniConfig.HeadContactCount[2][1][1],HeadCondition3 Head 2 Contact Count Ba
65089,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Bb,,&IniConfig.HeadContactCount[2][1][3],HeadCondition3 Head 2 Contact Count Bb
65090,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Bc,,&IniConfig.HeadContactCount[2][1][5],HeadCondition3 Head 2 Contact Count Bc
65091,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Bd,,&IniConfig.HeadContactCount[2][1][7],HeadCondition3 Head 2 Contact Count Bd
65092,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Be,,&IniConfig.HeadContactCount[2][1][9],HeadCondition3 Head 2 Contact Count Be
65093,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Bf,,&IniConfig.HeadContactCount[2][1][11],HeadCondition3 Head 2 Contact Count Bf
65094,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Bg,,&IniConfig.HeadContactCount[2][1][13],HeadCondition3 Head 2 Contact Count Bg
65095,INT_4_TYPE,HeadCondition3 Head 2 Contact Count Bh,,&IniConfig.HeadContactCount[2][1][15],HeadCondition3 Head 2 Contact Count Bh
